Date,OO,OO_bi_0,OO_ter_0.005,OO_ter_0.01,OC,OC_bi_0,OC_ter_0.005,OC_ter_0.01,CO,CO_bi_0,CO_ter_0.005,CO_ter_0.01,CC,CC_bi_0,CC_ter_0.005,CC_ter_0.01
2013-06-07,-0.006399767641016,sell,sell,neutral,-0.0152082627938742,sell,sell,sell,-0.0032140338902286,sell,neutral,neutral,-0.0120507713073176,sell,sell,sell
2013-06-10,-0.0080548469633808,sell,sell,neutral,-0.0070354970808873,sell,sell,neutral,0.0008176321023075,buy,neutral,neutral,0.0018460995861777,buy,neutral,neutral
2013-06-11,-0.002343344731816,sell,neutral,neutral,-0.0110332669565056,sell,sell,sell,-0.0033675114480751,sell,neutral,neutral,-0.0120485128390666,sell,sell,sell
2013-06-13,-0.0219587044312706,sell,sell,sell,-0.0304174435870994,sell,sell,sell,-0.0133647826065483,sell,sell,sell,-0.0218978476046194,sell,sell,sell
2013-06-14,0.0006716130885664,buy,neutral,neutral,-0.0047519059396831,sell,neutral,neutral,0.0094015764112089,buy,buy,neutral,0.0039307420383678,buy,neutral,neutral
2013-06-17,-0.0036109366943388,sell,neutral,neutral,0.0067584054628259,buy,buy,neutral,0.00181879994784,buy,neutral,neutral,0.0122446489446916,buy,buy,buy
2013-06-18,0.004537489655511,buy,neutral,neutral,0.0104059911524344,buy,buy,buy,-0.0058089776631788,sell,sell,neutral,-9.201612012343928e-07,sell,neutral,neutral
2013-06-19,0.0040658868024905,buy,neutral,neutral,-0.0054831625731834,sell,sell,neutral,-0.0017657909699161,sell,neutral,neutral,-0.0112593788666934,sell,sell,sell
2013-06-20,-0.0245228332387423,sell,sell,sell,-0.0380175584352471,sell,sell,sell,-0.0151565970125696,sell,sell,sell,-0.0287808944720699,sell,sell,sell
2013-06-21,-0.033810394705335,sell,sell,sell,-0.0196184693377492,sell,sell,sell,-0.0202566512607429,sell,sell,sell,-0.0058656410402845,sell,sell,neutral
2013-06-24,0.0026769672839017,buy,neutral,neutral,-0.0078117252164626,sell,sell,neutral,-0.0118377050578733,sell,sell,sell,-0.0221745640765642,sell,sell,sell
2013-06-25,-0.0123584654351867,sell,sell,sell,-0.0083761209153217,sell,sell,neutral,-0.0019178377640945,sell,neutral,neutral,0.0021066052043823,buy,neutral,neutral
2013-06-26,0.0159172536285832,buy,buy,buy,0.0284471515022465,buy,buy,buy,0.0118373473324999,buy,buy,buy,0.024316925350839,buy,buy,buy
2013-06-27,0.0182029421368985,buy,buy,buy,0.0173871131094644,buy,buy,buy,0.0057978527154309,buy,buy,neutral,0.0049919631918218,buy,neutral,neutral
2013-06-28,0.0068516294078326,buy,buy,neutral,0.0169539684732625,buy,buy,buy,0.0076590101727409,buy,buy,neutral,0.0177694501678449,buy,buy,buy
2013-07-02,0.0198056512390385,buy,buy,buy,0.0030111493318224,buy,neutral,neutral,0.0096749837859923,buy,buy,neutral,-0.0069526828878095,sell,sell,neutral
2013-07-03,-0.0207573969008776,sell,sell,sell,-0.0408125653515535,sell,sell,sell,-0.0043608775039284,sell,neutral,neutral,-0.0247518513591792,sell,sell,sell
2013-07-04,-0.0113581644771681,sell,sell,sell,-0.0048564713496772,sell,neutral,neutral,0.0093128512519554,buy,buy,neutral,0.0159504850164651,buy,buy,buy
2013-07-05,0.019953822167031,buy,buy,buy,0.0255584960037896,buy,buy,buy,0.0132900329094798,buy,buy,buy,0.0188580890440506,buy,buy,buy
2013-07-08,-0.0068699844565118,sell,sell,neutral,-0.0076424504281757,sell,sell,neutral,-0.0122974367532901,sell,sell,sell,-0.0130656812009375,sell,sell,sell
2013-07-09,0.0005995476700608,buy,neutral,neutral,0.0041168055022982,buy,neutral,neutral,0.0013784293364228,buy,neutral,neutral,0.0048984250548083,buy,neutral,neutral
2013-07-10,0.011216090962167,buy,buy,buy,0.0142645319777378,buy,buy,buy,0.0076739654877885,buy,buy,neutral,0.010711728310365,buy,buy,buy
2013-07-11,0.0161167227034553,buy,buy,buy,0.0285849472297072,buy,buy,buy,0.013062714802719,buy,buy,buy,0.0254934652323828,buy,buy,buy
2013-07-12,0.0162680865266611,buy,buy,buy,0.004705362850155,buy,neutral,neutral,0.0039491636065796,buy,neutral,neutral,-0.0074733999058855,sell,sell,neutral
2013-07-15,-0.0113153772081289,sell,sell,sell,-0.0101681216689818,sell,sell,sell,6.297063319541907e-05,buy,neutral,neutral,0.0012234294449395,buy,neutral,neutral
2013-07-16,0.0025589617218648,buy,neutral,neutral,0.0015866498914651,buy,neutral,neutral,0.0013969549737125,buy,neutral,neutral,0.0004257700924015,buy,neutral,neutral
2013-07-17,0.0016734215106899,buy,neutral,neutral,0.001818717491512,buy,neutral,neutral,0.0026458175765095,buy,neutral,neutral,0.0027912546065369,buy,neutral,neutral
2013-07-18,0.0027203653111607,buy,neutral,neutral,-0.0011020207827391,sell,neutral,neutral,0.0025749385623643,buy,neutral,neutral,-0.0012468931624396,sell,neutral,neutral
2013-07-19,0.0011527200994878,buy,neutral,neutral,-0.0030093232140199,sell,neutral,neutral,0.0049837341918149,buy,neutral,neutral,0.0008057643905028,buy,neutral,neutral
2013-07-22,0.0022078226793074,buy,neutral,neutral,-0.0016362234059067,sell,neutral,neutral,0.0063916455216378,buy,buy,neutral,0.0025315520583706,buy,neutral,neutral
2013-07-23,0.0008483331498214,buy,neutral,neutral,0.0193711214967874,buy,buy,buy,0.0047019456377092,buy,neutral,neutral,0.0232960531307637,buy,buy,buy
