Date,Open,Adj Close,signal,target_pos,capital,NAV,cash,transaction_cost,intraday_PnL
2019-12-16,27.799999,27.700001,0.0,0.0,100000.0,0.0,100000.0,0.0,-0.0
2019-12-17,27.9,28.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0
2019-12-18,28.049999,28.049999,1.0,7.0,99999.4620548137,98174.9965,1824.4655548137089,0.5379451863013698,0.0
2019-12-19,28.15,28.0,0.0,7.0,99473.92506851233,98000.0,1473.925068512326,0.536986301369863,-524.999999999995
2019-12-20,28.0,28.15,0.0,7.0,99998.38520549863,98524.99999999999,1473.3852054986492,0.5398630136986301,524.999999999995
2019-12-23,28.200001,28.1,0.0,7.0,99647.84280138905,98350.00000000001,1297.842801389037,0.5389041095890412,-350.00349999999617
2019-12-24,28.1,28.0,0.0,7.0,99297.30581508768,98000.0,1297.305815087675,0.536986301369863,-350.000000000005
2019-12-27,28.299999,28.4,0.0,7.0,99646.76465755342,99399.99999999999,246.76465755343088,0.5446575342465753,350.00349999999617
2019-12-30,28.450001,28.549999,1.0,7.0,99996.21012332602,99924.9965,71.21362332602439,0.5475342273972602,349.9929999999978
2019-12-31,28.549999,28.549999,0.0,7.0,99995.66258909862,99924.9965,70.66608909862407,0.5475342273972602,0.0
2020-01-02,28.5,28.700001,0.0,7.0,100695.11567812054,100450.0035,245.11217812052928,0.5504109780821919,700.0035000000012
2020-01-03,29.0,28.65,1.0,7.0,99469.56622606574,100274.99999999999,-805.4337739342445,0.5494520547945205,-1225.000000000005
2020-01-06,28.450001,28.450001,0.0,7.0,99469.02060960821,99575.0035,-105.98289039179508,0.5456164575342466,0.0
2020-01-07,28.549999,28.450001,0.0,7.0,99118.48199315068,99575.0035,-456.5215068493271,0.5456164575342466,-349.9929999999978
2020-01-08,28.1,28.25,0.0,7.0,99642.94021232876,98875.0,767.9402123287582,0.5417808219178082,524.999999999995
2020-01-09,28.549999,28.799999,0.0,7.0,100517.38788358081,100799.9965,-282.6086164191802,0.5523287479452055,875.0
2020-01-10,28.85,28.799999,1.0,7.0,100341.83205483286,100799.9965,-458.1644451671309,0.5523287479452055,-175.00350000000608
2020-01-13,28.9,29.15,0.0,7.0,101216.27301373697,102024.99999999999,-808.7269862630201,0.559041095890411,875.0
2020-01-14,29.35,29.049999,1.0,7.0,100165.71239046847,101674.9965,-1509.2841095315234,0.5571232684931506,-1050.0035000000062
2020-01-15,29.1,28.950001,0.0,7.0,99640.16068496983,101325.0035,-1684.842815030177,0.555205498630137,-524.9965000000038
2020-01-16,29.0,29.0,0.0,7.0,99639.60452058626,101500.0,-1860.395479413739,0.5561643835616439,0.0
2020-01-17,29.15,29.200001,0.0,7.0,99814.04802056709,102200.0035,-2385.955479432916,0.5600000191780823,175.00350000000608
2020-01-20,29.299999,28.950001,1.0,7.0,98588.49981506846,101325.0035,-2736.503684931551,0.555205498630137,-1224.9929999999977
2020-01-21,28.799999,28.15,-1.0,-6.0,100538.03407534242,84449.99999999999,16088.034075342439,0.4627397260273972,1949.9970000000033
2020-01-22,28.299999,28.549999,-1.0,-6.0,99787.56476029036,85649.997,14137.56776029036,0.4693150520547945,-750.0
2020-01-23,28.25,28.0,1.0,7.0,98912.02777398899,98000.0,912.0277739889862,0.536986301369863,-875.0
2020-01-24,28.0,28.1,0.0,7.0,99261.4888698794,98350.00000000001,911.4888698793802,0.5389041095890412,350.000000000005
2020-01-29,27.25,27.299999,0.0,7.0,99435.96180825472,95549.9965,3885.96530825473,0.5235616246575342,174.9964999999989
2020-01-30,27.200001,26.65,0.0,7.0,97510.4472123643,93274.99999999999,4235.447212364321,0.5110958904109588,-1925.0035000000062
