Date,OO,OO_bi_0,OO_ter_0.005,OO_ter_0.01,OC,OC_bi_0,OC_ter_0.005,OC_ter_0.01,CO,CO_bi_0,CO_ter_0.005,CO_ter_0.01,CC,CC_bi_0,CC_ter_0.005,CC_ter_0.01
2019-12-04,-0.0092939789637308,sell,sell,neutral,-0.0003386884210362,sell,neutral,neutral,-0.0121218032753157,sell,sell,sell,-0.0124563861819405,sell,sell,sell
2019-12-05,0.0087881442121962,buy,buy,neutral,-0.0031737294778254,sell,neutral,neutral,0.0091299248330583,buy,buy,neutral,0.0059272194436599,buy,buy,neutral
2019-12-06,0.0016991858151513,buy,neutral,neutral,0.0058139595226893,buy,buy,neutral,0.0048884298468821,buy,neutral,neutral,0.0107308105028307,buy,buy,buy
2019-12-09,0.0064061570752853,buy,buy,neutral,-0.0007256640127739,sell,neutral,neutral,0.0005887744418233,buy,neutral,neutral,-0.0001373168233747,sell,neutral,neutral
2019-12-10,-0.0050909186806218,sell,sell,neutral,0.0021846517147916,buy,neutral,neutral,-0.0043684246764281,sell,neutral,neutral,-0.0021933164480967,sell,neutral,neutral
2019-12-11,0.0011789537468525,buy,neutral,neutral,0.0089109823231325,buy,buy,neutral,-0.0010035056575835,sell,neutral,neutral,0.0078985344443731,buy,buy,neutral
2019-12-12,0.0162002330134538,buy,buy,buy,0.0058201626152343,buy,buy,neutral,0.0072248700014513,buy,buy,neutral,0.013087082534968,buy,buy,buy
2019-12-13,0.0244642593984072,buy,buy,buy,0.0070286759664873,buy,buy,neutral,0.0185362130091889,buy,buy,buy,0.0256951740105635,buy,buy,buy
2019-12-16,0.0013089971300377,buy,neutral,neutral,-0.0008140119594631,sell,neutral,neutral,-0.0056797576602871,sell,sell,neutral,-0.006489146229088,sell,sell,neutral
2019-12-17,0.0036392166188408,buy,neutral,neutral,0.0077095971396728,buy,buy,neutral,0.004456856512807,buy,neutral,neutral,0.012200814220703,buy,buy,buy
2019-12-18,0.0091753586100373,buy,buy,neutral,0.0,sell,neutral,neutral,0.0014545474951564,buy,neutral,neutral,0.0014545474951563,buy,neutral,neutral
2019-12-19,0.0008810849778058,buy,neutral,neutral,-0.0038801074510673,sell,neutral,neutral,0.0008810849778058,buy,neutral,neutral,-0.003002441177649,sell,neutral,neutral
2019-12-20,-0.0026596833503682,sell,neutral,neutral,0.0013220557577594,buy,neutral,neutral,0.0012251779226858,buy,neutral,neutral,0.0025488534339723,buy,neutral,neutral
2019-12-23,0.0068285046476495,buy,buy,neutral,-0.0042180407084869,sell,neutral,neutral,0.0054991786690675,buy,buy,neutral,0.0012579422010912,buy,neutral,neutral
2019-12-24,-0.004392900912667,sell,neutral,neutral,-0.0013368032209838,sell,neutral,neutral,-0.0001756008959075,sell,neutral,neutral,-0.0015121693730481,sell,neutral,neutral
2019-12-27,0.0047363168421734,buy,neutral,neutral,0.0068403399540479,buy,buy,neutral,0.0060812494970727,buy,buy,neutral,0.0129631872650259,buy,buy,buy
2019-12-30,0.007734284830861,buy,buy,neutral,0.0024392560801302,buy,neutral,neutral,0.0008878715336871,buy,neutral,neutral,0.0033292933598543,buy,neutral,neutral
2019-12-31,-0.0003203761882921,sell,neutral,neutral,-0.001829924620384,sell,neutral,neutral,-0.0027529171984081,sell,neutral,neutral,-0.0045778041878328,sell,neutral,neutral
2020-01-02,0.0002811278753538,buy,neutral,neutral,0.0104126357357122,buy,buy,buy,0.0021149226447556,buy,neutral,neutral,0.0125495802995769,buy,buy,buy
2020-01-03,0.0204956872308472,buy,buy,buy,-0.0130725224456169,sell,sell,sell,0.0099791423211896,buy,buy,neutral,-0.0032238326864091,sell,neutral,neutral
2020-01-06,-0.017408530553952,sell,sell,sell,-0.0035412263031083,sell,neutral,neutral,-0.0043934414705727,sell,neutral,neutral,-0.0079191096031843,sell,sell,neutral
2020-01-07,0.0009242118687449,buy,neutral,neutral,-0.0010799381561983,sell,neutral,neutral,0.0044813074958297,buy,neutral,neutral,0.0033965298046769,buy,neutral,neutral
2020-01-08,-0.0124538355198459,sell,sell,sell,0.0031550417364657,buy,neutral,neutral,-0.0113861937487306,sell,sell,sell,-0.0082670759287616,sell,sell,neutral
2020-01-09,0.0131455654503747,buy,buy,buy,0.0068158485709094,buy,buy,neutral,0.0099591023303987,buy,buy,neutral,0.0168428306346943,buy,buy,buy
2020-01-10,0.0104869536348104,buy,buy,buy,-0.0009398665299588,sell,neutral,neutral,0.0036462527572563,buy,neutral,neutral,0.0027029592363712,buy,neutral,neutral
2020-01-13,0.0037407287488233,buy,neutral,neutral,0.0063453347066307,buy,buy,neutral,0.0046849985521141,buy,neutral,neutral,0.0110600611426581,buy,buy,buy
2020-01-14,0.0131084150355025,buy,buy,buy,-0.009070083745858,sell,sell,neutral,0.00672043690732,buy,buy,neutral,-0.0024106017640961,sell,neutral,neutral
2020-01-15,-0.0088666606497385,sell,sell,neutral,-0.004066324559086,sell,neutral,neutral,0.0002052850487031,buy,neutral,neutral,-0.003861874266018,sell,neutral,neutral
2020-01-16,-0.0029403954563166,sell,neutral,neutral,0.002670263269394,buy,neutral,neutral,0.0011305261891771,buy,neutral,neutral,0.0038038082611291,buy,neutral,neutral
2020-01-17,0.00631952588741,buy,buy,neutral,0.0023547463949788,buy,neutral,neutral,0.0036395440771495,buy,neutral,neutral,0.0060028606754234,buy,buy,neutral
2020-01-20,0.0062425136124406,buy,buy,neutral,-0.0127946607703767,sell,sell,sell,0.0038786340179904,buy,neutral,neutral,-0.0089656525588989,sell,sell,neutral
2020-01-21,-0.0246746663065183,sell,sell,sell,-0.016311454493291,sell,sell,sell,-0.0120339761790716,sell,sell,sell,-0.0281491390175444,sell,sell,sell
2020-01-22,-0.0117008120851707,sell,sell,sell,0.0079860246652321,buy,buy,neutral,0.0046870957572707,buy,neutral,neutral,0.0127105516848287,buy,buy,buy
2020-01-23,-0.0002400725552611,sell,neutral,neutral,-0.0071374117299157,sell,sell,neutral,-0.0081609238810878,sell,sell,neutral,-0.0152400877371677,sell,sell,sell
2020-01-24,-0.0062017655128558,sell,sell,neutral,0.0005090563580132,buy,neutral,neutral,0.0009423723162841,buy,neutral,neutral,0.0014519083949164,buy,neutral,neutral
2020-01-29,-0.0298503069474901,sell,sell,sell,0.002180385281394,buy,neutral,neutral,-0.0303439165418607,sell,sell,sell,-0.0282296926894743,sell,sell,sell
2020-01-30,-0.0026171830070766,sell,neutral,neutral,-0.021511853749135,sell,sell,sell,-0.0047871304995892,sell,neutral,neutral,-0.0261960041975392,sell,sell,sell
2020-01-31,-0.0100996613214532,sell,sell,sell,-0.0166299802567844,sell,sell,sell,0.0116630870505772,buy,buy,buy,-0.0051608501135914,sell,sell,neutral
2020-02-03,-0.0212276063993478,sell,sell,sell,0.0063907441823003,buy,buy,neutral,-0.0046753775794018,sell,neutral,neutral,0.0016854874608327,buy,neutral,neutral
2020-02-04,0.0115332297219497,buy,buy,buy,0.0069576731474306,buy,buy,neutral,0.0051098299237912,buy,buy,neutral,0.0121030555976706,buy,buy,buy
2020-02-05,0.0142558131133545,buy,buy,buy,-0.0030733966160871,sell,neutral,neutral,0.007247712749546,buy,buy,neutral,0.0041520410376201,buy,neutral,neutral
2020-02-06,0.0113590139544026,buy,buy,buy,0.0117451867661863,buy,buy,buy,0.0144769038377561,buy,buy,buy,0.0263921245433129,buy,buy,buy
2020-02-07,0.0066882483230685,buy,buy,neutral,0.001754267598097,buy,neutral,neutral,-0.0049982332599784,sell,neutral,neutral,-0.0032527339005371,sell,neutral,neutral
2020-02-10,-0.0096551473021468,sell,sell,neutral,0.0055067409184553,buy,buy,neutral,-0.0113894347838419,sell,sell,sell,-0.0059454125319489,sell,sell,neutral
2020-02-11,0.0155801441852716,buy,buy,buy,0.0025307198769728,buy,neutral,neutral,0.0100182354397892,buy,buy,buy,0.0125743086643217,buy,buy,buy
2020-02-12,0.0073769302497797,buy,buy,neutral,0.0038401921413787,buy,neutral,neutral,0.0048339769313019,buy,neutral,neutral,0.0086927324729038,buy,buy,neutral
2020-02-13,0.0085300647576596,buy,buy,neutral,-0.0080007579510977,sell,sell,neutral,0.0046719315016432,buy,neutral,neutral,-0.0033662054425632,sell,neutral,neutral
2020-02-14,-0.0091254573261584,sell,sell,neutral,0.0042254564926553,buy,neutral,neutral,-0.0011337703975838,sell,neutral,neutral,0.0030868953975837,buy,neutral,neutral
2020-02-17,0.0024604307689444,buy,neutral,neutral,0.0069467598200295,buy,buy,neutral,-0.0017575990653288,sell,neutral,neutral,0.0051769511361339,buy,buy,neutral
2020-02-18,-7.596776603224775e-06,sell,neutral,neutral,-0.0085102833000198,sell,sell,neutral,-0.006906379636075,sell,sell,neutral,-0.0153578876888144,sell,sell,sell
2020-02-19,-0.0100855009633911,sell,sell,sell,0.0061612009549019,buy,buy,neutral,-0.0015887382761913,sell,neutral,neutral,0.0045626741429263,buy,neutral,neutral
2020-02-20,0.0102166066418494,buy,buy,buy,-0.0056944412498776,sell,sell,neutral,0.0040305725196904,buy,neutral,neutral,-0.001686820588604,sell,neutral,neutral
2020-02-21,-0.0114097732078005,sell,sell,sell,-0.0051602190195462,sell,sell,neutral,-0.0057480639705034,sell,sell,neutral,-0.0108786217210236,sell,sell,sell
2020-02-24,-0.0125721505701037,sell,sell,sell,-0.0104949301189463,sell,sell,sell,-0.0074503771283177,sell,sell,neutral,-0.0178671160599426,sell,sell,sell
2020-02-25,-0.0141285388269828,sell,sell,sell,0.0063931347366119,buy,buy,neutral,-0.0036721476409143,sell,neutral,neutral,0.0026975105610564,buy,neutral,neutral
2020-02-26,-0.0090744214384823,sell,sell,neutral,0.0081794055323063,buy,buy,neutral,-0.0153692981810158,sell,sell,sell,-0.0073156043712789,sell,sell,neutral
2020-02-27,0.0018606388439226,buy,neutral,neutral,0.0094028278866091,buy,buy,neutral,-0.0062675022458403,sell,sell,neutral,0.0030763933958721,buy,neutral,neutral
2020-02-28,-0.0105585427597202,sell,sell,sell,-0.0045384808786683,sell,neutral,neutral,-0.0197754257218821,sell,sell,sell,-0.0242241562090441,sell,sell,sell
2020-03-02,-0.0065270937151843,sell,sell,neutral,0.0082042882913597,buy,buy,neutral,-0.0019976792656648,sell,neutral,neutral,0.0061902194890857,buy,buy,neutral
