,Open,Adj Close,signal,target_pos,capital,NAV,cash,transaction_cost,intraday_PnL
2020-02-03,26.4,26.5,-1.0,-6.0,99344.86934932052,79500.0,19844.86934932052,0.17424657534246576,-300.00000000000426
2020-02-04,26.65,26.85,0.0,-6.0,98744.6928013753,80550.00000000001,18194.69280137529,0.17654794520547948,-600.0000000000085
2020-02-05,27.049999,26.950001,0.0,-6.0,99044.50959588926,80850.003,18194.506595889266,0.17720548602739727,299.9939999999981
2020-02-06,27.1,27.700001,1.0,7.0,101144.3006027309,96950.0035,4194.297102730896,0.2124931583561644,2100.003499999996
2020-02-07,27.5,27.549999,0.0,7.0,101319.0857602728,96424.9965,4894.089260272813,0.21134245808219176,174.9964999999989
2020-02-10,27.25,27.4,0.0,7.0,101843.87556849199,95899.99999999999,5943.875568492003,0.2101917808219178,524.999999999995
2020-02-11,27.65,27.75,1.0,7.0,102193.66269177965,97125.0,5068.662691779653,0.21287671232876712,350.000000000005
2020-02-12,27.9,28.049999,0.0,7.0,102718.44401370514,98174.9965,4543.447513705149,0.21517807452054796,524.9965000000038
2020-02-13,28.049999,27.950001,1.0,7.0,102368.23660273856,97825.0035,4543.233102738552,0.2144109665753425,-349.9929999999978
2020-02-14,27.9,28.0,0.0,7.0,102718.021808218,98000.0,4718.021808218007,0.21479452054794523,350.000000000005
2020-02-17,28.0,28.15,0.0,7.0,103242.80586301253,98524.99999999999,4717.805863012545,0.21594520547945203,524.999999999995
2020-02-18,27.950001,27.700001,0.0,7.0,102367.59336985418,96950.0035,5417.589869854171,0.2124931583561644,-875.0
2020-02-19,27.75,27.85,0.0,7.0,102717.37972601857,97475.00000000001,5242.379726018553,0.2136438356164384,350.000000000005
2020-02-20,27.950001,27.75,1.0,7.0,102017.16334930623,97125.0,4892.163349306225,0.21287671232876712,-700.0035000000012
2020-02-21,27.6,27.5,0.0,7.0,101666.95239040212,96250.0,5416.952390402119,0.21095890410958903,-350.000000000005
2020-02-24,27.35,27.049999,-1.0,-7.0,102716.74838356048,94674.9965,8041.751883560486,0.20750684164383562,1050.0035000000062
2020-02-25,26.9,27.1,-1.0,-7.0,102016.5404931495,94850.00000000001,7166.540493149485,0.20789041095890415,-700.00000000001
2020-02-26,26.700001,26.950001,-1.0,-7.0,101141.3337534158,94325.0035,6816.330253415799,0.20673973369863016,-875.0
2020-02-27,26.75,27.15,0.0,-7.0,99741.1254794432,95024.99999999999,4716.125479443217,0.20827397260273972,-1399.999999999995
2020-02-28,26.5,26.450001,-1.0,-7.0,99915.91907532593,92575.0035,7340.915575325926,0.202904117260274,174.9964999999989
2020-03-02,26.35,26.65,0.0,-7.0,98865.71463696979,93274.99999999999,5590.714636969802,0.20443835616438352,-1049.99999999999
2020-03-03,27.0,26.6,0.0,-7.0,100265.51058217527,93100.00000000001,7165.510582175251,0.204054794520548,1399.999999999995
2020-03-04,26.6,26.549999,0.0,-7.0,100440.31041095007,92924.9965,7515.313910950077,0.20367122520547945,175.00350000000608
2020-03-05,26.6,27.049999,0.0,-7.0,98865.10640410843,94674.9965,4190.109904108438,0.20750684164383562,-1574.9964999999938
2020-03-06,26.75,26.5,-1.0,-7.0,99739.9031164372,92750.0,6989.903116437199,0.20328767123287672,875.0
2020-03-09,26.450001,26.450001,-1.0,-7.0,99739.70021231993,92575.0035,7164.696712319928,0.202904117260274,-0.0
2020-03-10,25.450001,25.450001,0.0,-7.0,99739.50497943556,89075.0035,10664.501479435552,0.19523288438356168,-0.0
2020-03-11,25.75,25.75,0.0,-7.0,99739.30744518898,90125.0,9614.307445188984,0.1975342465753425,-0.0
2020-03-12,25.549999,25.549999,-1.0,-7.0,99739.11144519666,89424.9965,10314.114945196663,0.19599999232876714,-0.0
2020-03-13,24.6,24.6,-1.0,-7.0,99738.92273286788,86100.00000000001,13638.922732867868,0.18871232876712332,-0.0
2020-03-16,24.4,24.4,0.0,-7.0,99738.73555478569,85399.99999999999,14338.7355547857,0.1871780821917808,-0.0
2020-03-17,23.35,23.35,-1.0,-7.0,99738.55643149801,81725.00000000001,18013.556431498,0.1791232876712329,-0.0
2020-03-18,23.6,23.6,0.0,-7.0,99738.37539040213,82600.00000000001,17138.375390402114,0.18104109589041098,-0.0
2020-03-19,22.6,22.0,-1.0,-7.0,101838.20662327883,77000.0,24838.206623278835,0.16876712328767124,2100.000000000005
2020-03-20,22.450001,23.1,0.0,-7.0,99563.03291779937,80850.00000000001,18713.032917799355,0.17720547945205486,-2274.996500000004
2020-03-23,21.950001,22.0,-1.0,-7.0,99387.86765067608,77000.0,22387.867650676082,0.16876712328767124,-174.9964999999989
2020-03-24,22.75,23.049999,1.0,8.0,100587.66156849307,92199.996,8387.665568493074,0.20208218301369862,1199.9959999999987
2020-03-25,23.5,23.799999,1.0,8.0,101787.44891096759,95199.996,6587.452910967593,0.20865752547945207,1199.9959999999987
2020-03-26,23.549999,23.6,0.0,8.0,101987.24600685801,94400.0,7587.246006858011,0.20690410958904112,200.00400000000695
2020-03-27,24.1,23.75,1.0,8.0,100587.03778767993,95000.0,5587.037787679932,0.20821917808219179,-1400.0000000000057
2020-03-30,23.25,23.4,-1.0,-8.0,99986.832636995,93600.0,6386.832636994994,0.20515068493150687,-599.9999999999943
2020-03-31,23.799999,23.85,1.0,8.0,100186.62754110458,95400.0,4786.627541104579,0.2090958904109589,200.00400000000695
2020-04-01,23.549999,23.299999,0.0,8.0,99186.42326714074,93199.996,5986.427267140738,0.20427396383561647,-1000.0
2020-04-02,23.0,23.5,-1.0,-8.0,97186.21723974348,94000.0,3186.217239743477,0.20602739726027397,-2000.0
2020-04-03,23.4,23.450001,0.0,-8.0,96986.00765069362,93800.004,3186.003650693616,0.2055890498630137,-200.00400000000695
2020-04-06,23.799999,23.950001,1.0,8.0,97585.8056780821,95800.004,1785.8016780821054,0.20997261150684934,600.0080000000025
2020-04-07,24.299999,24.5,1.0,8.0,98385.59488356156,98000.0,385.59488356155634,0.21479452054794523,800.0040000000013
2020-04-08,24.35,24.200001,0.0,8.0,97785.38671916923,96800.004,985.3827191692253,0.21216439232876713,-599.9960000000044
2020-04-09,24.4,24.5,1.0,8.0,98185.17192464868,98000.0,185.17192464867549,0.21479452054794523,400.0000000000057
2020-04-14,24.5,24.700001,1.0,8.0,98984.95937669471,98800.004,184.9553766947065,0.21654795397260274,800.0040000000013
2020-04-15,24.75,24.299999,0.0,8.0,97184.74233560759,97199.996,-15.253664392410428,0.21304108712328765,-1800.0040000000013
2020-04-16,24.200001,24.25,0.0,8.0,97384.52573286786,97000.0,384.5257328678563,0.21260273972602742,199.99599999999873
2020-04-17,24.700001,24.549999,1.0,8.0,96784.3024999999,98199.996,-1415.6935000000958,0.2152328679452055,-600.0080000000025
2020-04-20,24.6,24.6,1.0,8.0,96784.08682876703,98400.0,-1615.913171232969,0.21567123287671233,0.0
2020-04-21,24.450001,24.0,0.0,8.0,94983.87241780813,96000.0,-1016.127582191868,0.21041095890410957,-1800.0040000000013
2020-04-22,23.75,24.1,-1.0,-7.0,93758.6875410958,84350.00000000001,9408.687541095787,0.18487671232876718,-1225.000000000005
2020-04-23,24.200001,24.15,1.0,7.0,93583.49878082183,84524.99999999999,9058.498780821843,0.18526027397260272,-175.00350000000608
2020-04-24,24.1,24.049999,-1.0,-7.0,93758.31778767882,84174.9965,9583.321287678831,0.18449314301369862,175.00350000000608
2020-04-27,24.299999,24.5,1.0,7.0,94458.13334247335,85750.0,8708.133342473346,0.18794520547945207,700.0035000000012
2020-04-28,24.549999,24.75,1.0,7.0,95157.94697945965,86625.0,8532.946979459652,0.18986301369863012,700.0035000000012
2020-04-29,24.85,24.75,1.0,7.0,94807.75711644595,86625.0,8182.757116445951,0.18986301369863012,-350.000000000005
2020-05-04,24.0,23.75,-1.0,-7.0,95682.57492466512,83125.0,12557.574924665125,0.1821917808219178,875.0
2020-05-05,23.85,24.0,0.0,-7.0,95157.39081507608,84000.0,11157.390815076084,0.1841095890410959,-524.999999999995
2020-05-06,23.950001,24.35,0.0,-7.0,93757.20752055553,85225.00000000001,8532.207520555516,0.18679452054794526,-1399.9965000000038
2020-05-07,24.200001,24.15,0.0,-7.0,93932.02576028157,84524.99999999999,9407.025760281584,0.18526027397260272,175.00350000000608
2020-05-08,24.35,24.4,1.0,7.0,94106.83858219936,85399.99999999999,8706.838582199372,0.1871780821917808,174.99999999999005
2020-05-11,24.6,24.799999,1.0,7.0,94806.64483563168,86799.9965,8006.648335631689,0.19024656767123285,699.996499999994
2020-05-12,24.549999,24.450001,0.0,7.0,94456.46427398018,85575.0035,8881.460773980172,0.18756165150684934,-349.9929999999978
2020-05-13,24.25,24.35,-1.0,-7.0,94106.27747945963,85225.00000000001,8881.277479459619,0.18679452054794526,-350.000000000005
2020-05-14,24.25,24.0,-1.0,-7.0,94981.09336987059,84000.0,10981.093369870592,0.1841095890410959,875.0
2020-05-15,24.0,24.0,0.0,-7.0,94980.90926028155,84000.0,10980.90926028155,0.1841095890410959,-0.0
2020-05-18,23.950001,24.200001,0.0,-7.0,94105.72361643826,84700.0035,9405.720116438257,0.18564384328767125,-875.0
2020-05-19,24.6,24.6,1.0,7.0,94105.53490410949,86100.00000000001,8005.534904109474,0.18871232876712332,0.0
2020-05-20,24.6,24.65,0.0,7.0,94280.34580821906,86274.99999999999,8005.345808219077,0.1890958904109589,174.99999999999005
2020-05-21,24.700001,24.450001,1.0,7.0,93405.15824656756,85575.0035,7830.154746567554,0.18756165150684934,-875.0
2020-05-22,24.049999,23.15,-1.0,-7.0,96554.97715752647,81024.99999999999,15529.97715752649,0.17758904109589038,3149.996500000004
2020-05-25,23.0,23.15,-1.0,-7.0,96029.79956848538,81024.99999999999,15004.799568485396,0.17758904109589038,-524.999999999995
2020-05-26,23.4,23.65,0.0,-7.0,95154.61814382784,82774.99999999999,12379.618143827858,0.18142465753424653,-875.0
2020-05-27,23.75,23.5,0.0,-7.0,96029.43786985525,82250.0,13779.437869855246,0.18027397260273972,875.0
2020-05-28,23.35,23.35,0.0,-7.0,96029.25874656758,81725.00000000001,14304.25874656756,0.1791232876712329,-0.0
2020-05-29,23.0,23.200001,-1.0,-7.0,95329.07727395715,81200.0035,14129.073773957149,0.17797261041095894,-700.0035000000012
2020-06-01,23.799999,23.98,1.0,8.0,96048.87103834072,95920.0,128.87103834071604,0.21023561643835617,720.004000000003
2020-06-02,24.02,24.26,0.0,8.0,97008.65834792977,97040.0,-31.34165207023034,0.21269041095890412,960.000000000008
2020-06-03,24.68,24.68,1.0,8.0,97008.44197532703,98720.0,-1711.558024672966,0.21637260273972603,0.0
2020-06-04,24.940001,24.719999,1.0,8.0,96128.21725204814,98879.996,-2751.7787479518593,0.2167232789041096,-880.0079999999895
2020-06-05,24.719999,25.139999,0.0,8.0,97807.99684657744,100559.996,-2751.9991534225555,0.2204054706849315,1679.9999999999927
2020-06-08,25.34,25.139999,1.0,8.0,97007.77244110676,100559.996,-3552.223558893238,0.2204054706849315,-800.0040000000013
2020-06-09,25.26,25.440001,1.0,8.0,97727.55340548154,101760.004,-4032.4505945184646,0.22303562520547948,720.0039999999888
2020-06-10,25.48,25.459999,1.0,8.0,97647.3261945314,101839.996,-4192.6698054685985,0.2232109501369863,-80.0040000000024
2020-06-11,25.459999,24.860001,0.0,8.0,95247.1162438377,99440.004,-4192.887756162294,0.21795069369863015,-2399.9919999999975
2020-06-12,24.379999,24.700001,-1.0,-7.0,94126.91976437798,86450.0035,7676.916264377971,0.18947945972602745,-1120.0069999999957
2020-06-15,24.42,24.200001,0.0,-7.0,94896.7306205347,84700.0035,10196.727120534691,0.18564384328767125,769.9965000000049
2020-06-16,24.74,24.799999,1.0,7.0,95106.53687396704,86799.9965,8306.540373967044,0.19024656767123285,209.99650000000435
2020-06-17,24.780001,24.9,0.0,7.0,95526.3423602684,87149.99999999999,8376.34236026842,0.19101369863013695,419.99649999999986
2020-06-18,24.799999,24.879999,0.0,7.0,95806.1515000021,87079.99650000001,8726.155000002094,0.1908602663013699,280.0000000000065
2020-06-19,24.860001,25.059999,0.0,7.0,96505.95225891388,87709.99650000001,8795.955758913871,0.19224108821917812,699.9930000000028
2020-06-22,24.98,25.0,0.0,7.0,96575.76047809196,87500.0,9075.760478091965,0.1917808219178082,69.99999999999851
2020-06-23,24.98,25.360001,0.0,7.0,97905.56943561854,88760.00349999999,9145.56593561855,0.19454247342465752,1330.0035
2020-06-24,25.52,25.24,1.0,7.0,96925.37581370074,88339.99999999999,8585.375813700753,0.19362191780821916,-980.000000000004
2020-06-26,25.1,25.0,0.0,7.0,96575.18403287882,87500.0,9075.184032878824,0.1917808219178082,-350.000000000005
2020-06-29,25.0,24.76,0.0,7.0,95734.9940931528,86660.00000000001,9074.994093152782,0.1899397260273973,-839.9999999999945
2020-06-30,25.0,24.9,0.0,7.0,95384.80307945417,87149.99999999999,8234.803079454185,0.19101369863013695,-350.000000000005
2020-07-02,25.24,25.700001,0.0,7.0,96994.60942876157,89950.0035,7044.605928761564,0.19715069260273976,1610.0035000000066
2020-07-03,25.799999,25.92,1.0,7.0,97414.41409040541,90720.0,6694.4140904054075,0.19883835616438358,420.0035000000071
2020-07-06,26.139999,26.940001,0.0,7.0,100214.21442738404,94290.00349999999,5924.210927384047,0.206663021369863,2800.0069999999973
2020-07-07,27.18,26.639999,1.0,7.0,98324.00656574787,93239.99650000001,5084.0100657478615,0.20436163616438358,-1890.0035000000007
2020-07-08,26.76,26.74,0.0,7.0,98253.80143698074,93589.99999999999,4663.80143698075,0.20512876712328762,-70.00000000001094
2020-07-09,26.98,26.879999,1.0,7.0,97903.5917342487,94079.99650000001,3823.5952342486853,0.20620273205479453,-350.00349999999617
2020-07-10,26.6,26.34,0.0,7.0,96993.38967397471,92190.0,4803.389673974714,0.20206027397260276,-910.0000000000055
2020-07-13,26.5,26.48,0.0,7.0,96923.18653972814,92680.0,4243.186539728136,0.2031342465753425,-69.99999999999851
2020-07-14,26.360001,26.16,0.0,7.0,96222.98236027607,91560.0,4662.982360276073,0.20067945205479454,-700.0035000000012
2020-07-15,26.48,26.18,1.0,7.0,95172.78152739936,91630.0,3542.781527399362,0.20083287671232877,-1050.0000000000025
2020-07-16,26.18,25.66,0.0,7.0,93352.58468356375,89810.0,3542.5846835637494,0.19684383561643834,-1819.9999999999984
2020-07-17,25.82,25.799999,0.0,7.0,93282.3832657632,90299.9965,2982.386765763207,0.19791780054794522,-70.0035000000021
2020-07-20,25.780001,25.719999,0.0,7.0,93072.1789616613,90019.99650000001,3052.1824616612867,0.19730410191780826,-210.00699999999028
2020-07-21,26.08,26.280001,1.0,7.0,93771.98086165363,91980.00349999999,1791.9773616536404,0.20160000767123284,700.0035000000012
2020-07-22,26.24,25.68,0.0,7.0,91811.78386439336,89880.0,1931.7838643933646,0.1969972602739726,-1959.9999999999955
2020-07-23,25.82,25.9,0.0,7.0,92091.58517946186,90649.99999999999,1441.5851794618793,0.1986849315068493,279.99999999999403
2020-07-24,25.74,25.360001,-1.0,-7.0,93421.38713698843,88760.00349999999,4661.3836369884375,0.19454247342465752,1329.996499999993
2020-07-27,25.559999,25.360001,0.0,-7.0,94121.185594515,88760.00349999999,5361.18209451501,0.19454247342465752,699.9930000000028
2020-07-28,25.6,25.459999,0.0,-7.0,94610.99378493364,89109.9965,5500.997284933648,0.19530958136986298,490.0035000000056
2020-07-29,25.459999,25.52,-1.0,-7.0,94400.79451507062,89320.0,5080.794515070622,0.19576986301369864,-210.00349999999912
2020-07-30,25.6,25.34,0.0,-7.0,95310.60012602953,88690.0,6620.600126029531,0.19438904109589042,910.0000000000055
2020-07-31,25.379999,25.26,0.0,-7.0,95730.40285068705,88410.00000000001,7320.402850687038,0.19377534246575345,419.99649999999986
2020-08-03,25.26,25.120001,0.0,-7.0,96220.20664930953,87920.00349999999,8300.203149309542,0.19270137753424657,489.9965000000108
2020-08-04,25.299999,25.620001,0.0,-7.0,95100.00311231556,89670.00349999999,5429.999612315572,0.1965369939726027,-1120.0069999999957
2020-08-05,25.700001,25.799999,0.0,-7.0,94749.81219451502,90299.9965,4449.815694515026,0.19791780054794522,-349.9929999999978
2020-08-06,25.84,25.6,1.0,7.0,93909.61581095337,89600.00000000001,4309.615810953357,0.19638356164383566,-839.9999999999945
2020-08-07,25.559999,25.18,0.0,7.0,92579.42614930953,88130.0,4449.4261493095255,0.19316164383561646,-1329.9965000000054
2020-08-10,25.0,25.1,-1.0,-7.0,92229.23360136432,87850.00000000001,4379.233601364307,0.1925479452054795,-350.000000000005
2020-08-11,25.24,25.559999,1.0,7.0,93349.03402465968,89459.99650000001,3889.037524659667,0.19607670465753427,1119.9965000000097
2020-08-12,25.5,25.879999,0.0,7.0,94678.83199316051,90579.99650000001,4098.835493160499,0.19853149917808222,1329.9965000000054
2020-08-13,26.040001,25.9,1.0,7.0,94188.629808229,90649.99999999999,3538.629808229016,0.1986849315068493,-490.0035000000056
2020-08-14,25.879999,25.82,0.0,7.0,93978.43523699611,90370.0,3608.4352369961125,0.19807123287671236,-209.99650000000435
2020-08-17,25.860001,26.0,0.0,7.0,94468.23228494132,91000.0,3468.2322849413176,0.19945205479452055,489.9964999999984
2020-08-18,26.059999,26.02,1.0,7.0,94328.03617946185,91070.0,3258.036179461851,0.1996054794520548,-139.99650000000585
2020-08-19,26.0,25.879999,0.0,7.0,93907.83414796268,90579.99650000001,3327.837647962675,0.19853149917808222,-420.00349999999463
2020-08-20,25.700001,25.440001,0.0,7.0,92997.63899179063,89040.00349999999,3957.635491790643,0.19515617205479452,-910.0000000000055
2020-08-21,25.6,25.780001,1.0,7.0,93627.44472739939,90230.00349999999,3397.441227399395,0.19776439123287673,630.0034999999901
2020-08-24,25.98,26.18,1.0,7.0,94327.24389452267,91630.0,2697.243894522675,0.20083287671232877,699.9999999999975
2020-08-25,26.280001,26.16,1.0,7.0,93907.03971507063,91560.0,2347.0397150706267,0.20067945205479454,-420.00349999999463
2020-08-26,26.18,26.120001,0.0,7.0,93696.8428424602,91420.00349999999,2276.839342460211,0.2003726104109589,-209.99650000000435
2020-08-27,26.16,25.959999,0.0,7.0,92996.64019726239,90859.9965,2136.6436972623924,0.19914519780821918,-700.0035000000012
2020-08-28,25.940001,26.120001,0.0,7.0,93626.43982465197,91420.00349999999,2206.436324651979,0.2003726104109589,629.999999999999
2020-08-31,26.299999,25.84,1.0,7.0,92016.24509999444,90440.0,1576.2450999944413,0.1982246575342466,-1609.9964999999993
2020-09-01,25.9,25.879999,-1.0,-7.0,92086.05006849526,90579.99650000001,1506.0535684952483,0.19853149917808222,70.00349999998967
2020-09-02,25.9,25.82,0.0,-7.0,92365.85199726238,90370.0,1995.8519972623762,0.19807123287671236,279.99999999999403
2020-09-03,25.780001,25.719999,0.0,-7.0,92575.66169316044,90019.99650000001,2555.6651931604283,0.19730410191780826,210.00699999999028
2020-09-04,25.48,25.52,-1.0,-7.0,92435.46592329742,89320.0,3115.4659232974227,0.19576986301369864,-139.99999999999702
2020-09-07,25.379999,25.440001,-1.0,-7.0,92225.26376712539,89040.00349999999,3185.260267125399,0.19515617205479452,-210.00699999999028
2020-09-08,25.52,25.379999,0.0,-7.0,92715.07257124264,88829.99650000001,3885.076071242627,0.19469588273972607,490.00349999999315
2020-09-09,25.1,25.24,-1.0,-7.0,92224.87894932485,88339.99999999999,3884.8789493248623,0.19362191780821916,-489.99999999998954
2020-09-10,25.4,25.139999,0.0,-7.0,93134.689594538,87989.99650000001,5144.693094537986,0.1928547868493151,910.0034999999966
2020-09-11,25.139999,25.26,0.0,-7.0,92714.49231919552,88410.00000000001,4304.492319195502,0.19377534246575345,-420.0035000000071
2020-09-14,25.34,25.4,0.0,-7.0,92504.29746988045,88899.99999999999,3604.297469880461,0.19484931506849312,-209.9999999999955
2020-09-15,25.379999,25.52,0.0,-7.0,92014.09820001744,89320.0,2694.098200017441,0.19576986301369864,-490.00349999999315
2020-09-16,25.540001,25.48,0.0,-7.0,92223.90623700374,89180.0,3043.9062370037427,0.19546301369863017,210.00349999999912
2020-09-17,25.4,25.120001,-1.0,-7.0,93203.71003562621,87920.00349999999,5283.706535626217,0.19270137753424657,979.9965000000004
2020-09-18,25.24,25.24,0.0,-7.0,93203.5164137084,88339.99999999999,4863.516413708421,0.19362191780821916,-0.0
2020-09-21,25.24,24.719999,0.0,-7.0,95023.33028083936,86519.99650000001,8503.333780839355,0.18963286904109591,1820.0034999999896
2020-09-22,24.620001,24.5,-1.0,-7.0,95443.14583563387,85750.0,9693.14583563387,0.18794520547945207,420.00349999999463
2020-09-23,24.48,24.52,0.0,-7.0,95302.95773700373,85820.0,9482.95773700373,0.18809863013698633,-139.99999999999702
2020-09-24,24.34,24.120001,-1.0,-7.0,96072.76920685908,84420.00349999999,11652.765706859092,0.18503014465753423,769.9965000000049
2020-09-25,24.219999,24.059999,0.0,-7.0,96632.58463700375,84209.99650000001,12422.588137003739,0.18456985534246576,560.0000000000005
2020-09-28,24.24,24.280001,0.0,-7.0,96492.39487946182,84980.00349999999,11512.391379461827,0.18625754191780822,-140.0035000000006
2020-09-29,24.34,24.08,0.0,-7.0,97402.21015617414,84280.0,13122.210156174144,0.1847232876712329,910.0000000000055
2020-09-30,24.200001,24.280001,1.0,8.0,97721.99729041195,97120.004,601.9932904119487,0.21286576219178083,319.9999999999932
2020-10-05,24.719999,24.52,1.0,8.0,96921.78632054893,98080.0,-1158.2136794510734,0.21496986301369864,-799.9960000000073
2020-10-06,24.620001,24.780001,1.0,8.0,97561.5690712251,99120.004,-1558.4349287749064,0.21724932383561643,640.0000000000006
2020-10-07,24.780001,25.059999,0.0,8.0,98681.34136712429,100239.996,-1558.6546328757104,0.2197041008219178,1119.9920000000106
2020-10-08,25.040001,24.940001,0.0,8.0,98281.12271506073,99760.004,-1478.8812849392707,0.21865206356164385,-400.0000000000057
2020-10-09,25.1,24.98,1.0,8.0,97800.903712321,99920.0,-2119.096287679,0.2190027397260274,-480.000000000004
2020-10-12,25.02,25.48,0.0,8.0,99640.68032601963,101920.0,-2279.319673980368,0.223386301369863,1840.0000000000034
2020-10-14,25.559999,25.42,1.0,8.0,99080.46146574566,101680.0,-2599.538534254345,0.22286027397260277,-559.9959999999982
2020-10-15,25.379999,24.9,0.0,8.0,97160.24716437577,99600.0,-2439.7528356242256,0.2183013698630137,-1919.996000000012
2020-10-16,25.040001,25.200001,0.0,8.0,97800.02623286015,100800.004,-2999.977767139848,0.2209315156164384,640.0000000000006
2020-10-19,25.299999,25.32,1.0,8.0,97879.80824929851,101280.0,-3400.1917507014878,0.22198356164383562,80.0040000000024
2020-10-20,25.32,25.34,0.0,8.0,97959.5860903944,101360.0,-3400.4139096056024,0.22215890410958905,79.9999999999983
2020-10-21,25.559999,25.540001,1.0,8.0,97879.37017805687,102160.004,-4280.6338219431345,0.22391233753424658,-79.99200000000428
2020-10-22,25.459999,25.559999,0.0,8.0,98279.1460903944,102239.996,-3960.849909605604,0.22408766246575346,400.0000000000057
2020-10-23,25.540001,25.700001,0.0,8.0,98918.92077531714,102800.004,-3881.083224682865,0.22531507726027397,640.0000000000006
2020-10-27,25.559999,25.52,0.0,8.0,98758.70103833082,102080.0,-3321.2989616691775,0.22373698630136987,-159.9960000000067
2020-10-28,25.52,25.459999,0.0,8.0,98518.47382738069,101839.996,-3321.522172619312,0.2232109501369863,-240.003999999999
2020-10-29,25.18,25.379999,-1.0,-7.0,97818.28263149793,88829.99650000001,8988.286131497924,0.19469588273972607,-699.9965000000063
2020-10-30,24.6,24.24,0.0,-7.0,99078.09668081302,84839.99999999999,14238.096680813032,0.18595068493150682,1260.0000000000105
2020-11-02,24.360001,24.6,0.0,-7.0,98237.91146848424,86100.00000000001,12137.91146848422,0.18871232876712332,-839.9965000000034
2020-11-03,24.799999,25.120001,1.0,7.0,99357.7257671067,87920.00349999999,11437.722267106714,0.19270137753424657,1120.0069999999957
2020-11-04,25.0,25.0,0.0,7.0,99357.53398628479,87500.0,11857.53398628479,0.1917808219178082,0.0
2020-11-05,25.66,25.700001,1.0,7.0,99497.34033559219,89950.0035,9547.336835592185,0.19715069260273976,140.0035000000006
