Date,intraday_ret,overnight_ret,daily_ret,intraday_overnight_ret_diff,ret_range
2012-12-03,-0.010641459972405183,0.011360270835516759,0.0005979209957396314,-0.022001730807921942,0.011360270835516759
2012-12-04,0.00030115425612773077,-0.008066938987640701,-0.0077682141245229985,0.008368093243768433,0.0032864293887822603
2012-12-05,-0.004216848988892682,-0.0003010635895463738,-0.004516643038745882,-0.0039157853993463075,0.00722678967428848
2012-12-06,-0.0033526548536236423,-0.0075620081553285584,-0.010889310205607128,0.004209353301704916,0.0075620081553285584
2012-12-07,-0.0045928207770886435,-0.0012232695594514723,-0.005810472078691453,-0.0033695512176371714,0.008868529319914154
2012-12-10,-0.006138758492911314,0.002153291699037619,-0.003998685331578877,-0.008292050191948933,0.006459640418708516
2012-12-11,0.0006165369485313356,0.0018529202166342707,0.0024705995589417995,-0.001236383268102935,0.002470717369230285
2012-12-12,-0.003962239033036486,0.01078257235644175,0.00677761019433798,-0.014744811389478236,0.00400496216210372
2012-12-13,-0.0009224716751107312,-0.004895956117441314,-0.00581391141171117,0.003973484442330583,0.009179903129102288
2012-12-14,0.009236429842630817,-0.0003078527458832914,0.008925733636458322,0.009544282588514108,0.009233586382341605
2012-12-17,-0.0003058757185658745,-0.0024404520847007127,-0.00274558132823155,0.002134576366134838,0.003355723442584033
2012-12-18,0.002748096262225668,0.0018354657635865485,0.0045886060624165115,0.0009126304986391196,0.007341746361246595
2012-12-19,0.0030302567915482955,0.004872102517316856,0.007917123030607431,-0.0018418457257685602,0.006699184521343196
2012-12-20,0.0018182234330610795,-0.0030211020764631326,-0.0012083716819911716,0.004839325509524212,0.012084638801166215
2012-12-21,0.022517069653410847,-0.019358837802794467,0.002722327551401671,0.041875907456205314,0.043859670378323105
2012-12-24,-0.002128944420628369,-0.008144809814047613,-0.010256414387265322,0.006015865393419244,0.058823549718909185
2012-12-26,0.0009024903063199455,0.01310576919164115,0.014020087327613506,-0.012203278885321205,0.0076196278432195536
2012-12-27,-0.0039039360688799167,0.0009016765519723543,-0.003005779604521308,-0.004805612620852271,0.006913121102246842
2012-12-28,-0.0012050949829775306,0.0006029683107548938,-0.0006028533063088259,-0.0018080632937324244,0.007536931377767064
2012-12-31,0.010321802269663902,-0.006334928793471724,0.003921485593793461,0.016656731063135626,0.03650083992380272
2013-01-02,-0.00593474060568562,0.01262025237524518,0.0066106138453341234,-0.0185549929809308,0.0072115891607574005
2013-01-03,-0.00299127948573819,-0.002089543129081157,-0.0050745722073227695,-0.0009017363566570331,0.007164115336403918
2013-01-04,0.0021071550948828397,-0.003300348164069743,-0.0012001474146356994,0.005407503258952583,0.006300602248302099
2013-01-07,0.004814921745898454,-0.0018023842487498818,0.003003859158034805,0.0066173059946483355,0.005707492826100458
2013-01-08,-0.0017883028303462528,0.004791849366182154,0.0029949772580517564,-0.006580152196528407,0.00598984026940286
2013-01-09,-0.004180447815137661,0.0,-0.004180447815137711,-0.004180447815137661,0.007763574893985251
2013-01-10,-0.0020789931283329037,0.009595193687116114,0.007496252217042754,-0.011674186815449017,0.0044976826999868005
2013-01-11,0.002696229769562808,-0.006547542142756423,-0.0038689660512364332,0.009243771912319232,0.01130955611226927
2013-01-14,0.008059715157124534,0.0008962885629749851,0.008963227550615738,0.0071634265941495495,0.008066938987640701
2013-01-15,-0.0038541675030990884,-0.0011845103637879164,-0.005034112565535764,-0.0026696571393111717,0.0068107651500920125
2013-01-16,0.0014876297575891022,0.0002976826394254884,0.001785755238567388,0.0011899471181636139,0.005952403929229188
2013-01-17,0.004150589728681491,0.0020796106696833678,0.006238832009050066,0.002070979058998123,0.00772436534192256
2013-01-18,0.00620026294043452,0.0,0.00620026294043452,0.00620026294043452,0.008562064067769388
2013-01-22,0.002053981545283633,0.0,0.0020539815452835786,0.002053981545283633,0.006748812496446108
2013-01-23,-0.0014623936551283693,0.0011712181271725064,-0.000292888309913808,-0.0026336117823008757,0.00644209066401198
2013-01-24,0.002640737472279644,-0.0017573977641001895,0.0008786988820501662,0.004398135236379833,0.005858141529517086
2013-01-25,0.006778648398692862,-0.007023642863043765,-0.0002926052697974635,0.013802291261736627,0.012291542468512278
2013-01-28,-0.029787212398880762,0.03190866971477656,0.0011709869937359674,-0.06169588211365732,0.03395784111808152
2013-01-29,0.005238658381209485,0.004678358007099575,0.009941524707693272,0.0005603003741099103,0.008187098627210948
2013-01-30,0.004900605084247191,0.004342724586153953,0.009264611648587495,0.0005578804980932387,0.006079880686345085
2013-01-31,0.004038165899619433,-0.005450442859425235,-0.001434286752298508,0.009488608759044666,0.007458466198456175
2013-02-01,0.007769797345717176,-0.0017236820144756852,0.006032722671300617,0.00949347936019286,0.011203659128484719
2013-02-04,-0.002876108354954888,-0.0071387777479191,-0.009994354204549083,0.004262669392964212,0.00799539622035617
2013-02-05,0.0002864300330738203,0.007210845491879217,0.0074993409276657985,-0.006924415458805396,0.0040380558708491094
2013-02-06,0.007215006897280611,-0.008015997046967845,-0.000858825623669679,0.015231003944248457,0.008588693075773014
2013-02-07,-0.0062928321443684,0.0017191276782398091,-0.004584522648042544,-0.00801195982260821,0.010028609135204888
2013-02-08,-0.0011441909775423878,0.006332682653329355,0.005181245877431406,-0.007476873630871743,0.005469269781987976
2013-02-11,0.002591423949730791,-0.005440968976852695,-0.0028636448844382434,0.008032392926583486,0.0065864706270479965
2013-02-12,0.0020091760768554193,0.0005743956903780451,0.002584725829313239,0.001434780386477374,0.004595055968248396
2013-02-13,-0.0025714329310825893,0.002578062245238376,0.0,-0.005149495176320965,0.0060154421481105665
