Date,intraday_ret,overnight_ret,daily_ret,ret_range
2012-12-03,-0.008916519526188856,0.0063018133984885415,-0.002670896369918352,0.01020183142776897
2012-12-04,-0.0012498167179585155,-0.0005862400220671511,-0.0018353240474453525,0.00731795718488013
2012-12-05,-0.006514766911032959,-0.001164615059487022,-0.007671794774866347,0.01217008479896683
2012-12-06,0.00716984537242141,-0.0019201536911112433,0.0052359244762536505,0.01160507459806942
2012-12-07,-0.007217380051486441,0.003485774723232917,-0.0037567634892049506,0.011524536407479552
2012-12-10,0.004631395841712386,-0.0016286207010758767,0.0029952323534938596,0.00875738191639124
2012-12-11,0.00561321260891643,0.006183534745918702,0.011831456850038613,0.009815941493085014
2012-12-12,-0.00663162086805182,0.003848023897233302,-0.002809115606396184,0.008834315170734856
2012-12-13,-0.0052097909817410155,-0.001984192882925167,-0.00718364663447868,0.014559685613896835
2012-12-14,-0.001887795609282158,-0.005083271410710624,-0.006961470842542838,0.007195480833007028
2012-12-17,0.011796369570240295,0.0014033856102689702,0.01321631003581758,0.01268116656511019
2012-12-18,0.011159208484670878,0.003394662317018205,0.014591752546219805,0.013369427587322074
2012-12-19,-0.004795612247837892,0.0014732217253846606,-0.0033294555226032196,0.00571608750610945
2012-12-20,2.945406961997607e-05,0.0019511296944697703,0.001980641232799618,0.006365911478697281
2012-12-21,0.007473458073616057,-0.016978090259177774,-0.009631517231283748,0.0088710163443662
2012-12-24,-0.0004279502463083317,-0.0023568664666729754,-0.0027838080913963337,0.0025322333653384657
2012-12-26,-0.007623292588265226,0.00017585644927189758,-0.007448776744159669,0.011717388150841073
2012-12-27,-0.0013245408405400136,-9.691619525143303e-05,-0.0014213286663327107,0.014253375839290577
2012-12-28,-0.0016222137396283548,-0.006962633010983307,-0.008573551871677298,0.008741005014845522
2012-12-31,0.021675230388641616,-0.001641756209882866,0.019997888734667457,0.0229333722597879
2013-01-02,0.006770526314459353,0.02378533872287103,0.030716904299051828,0.009657166896306597
2013-01-03,-0.002547835733710325,-0.0012113446561085714,-0.003756094082618233,0.00832189542727198
2013-01-04,0.00025155095532675484,9.992177125315996e-05,0.0003514978619969522,0.005686013353611652
2013-01-07,0.00312062365054326,-0.004026872896545519,-0.0009188156008009818,0.005954945212284343
2013-01-08,-0.0021461959901324466,-0.00011297809469770324,-0.0022589316116963243,0.008645187802840777
2013-01-09,0.00198737162069242,0.0025356809122892244,0.004528091873265749,0.004812676888459257
2013-01-10,-0.0012413083227254794,0.006384754254210112,0.005135520482890232,0.009417832851389446
2013-01-11,0.0011241609846073773,0.00011535397363938815,0.0012396446346834011,0.004000945042316921
2013-01-14,0.0012365223377721114,-0.0038328211969774844,-0.0026010382282321,0.006206717708461888
2013-01-15,0.0031344025976500285,-0.0052734375,-0.002155563978548547,0.006084994612068966
2013-01-16,0.002192440471532846,-1.9306602583396085e-05,0.002173091540372596,0.00574128132270633
2013-01-17,0.0017601109675525505,0.004153900514384181,0.005921322807790119,0.005857185324592049
2013-01-18,0.0021739912654770923,-0.00257974741410236,-0.00041136449697065647,0.004952177709462691
2013-01-22,0.0024078252568995777,0.0002934631549532188,0.002701995019849246,0.006903315728659356
2013-01-23,-0.0006813273373639463,0.004021448658254926,0.0033373813979842293,0.0036014700416677507
2013-01-24,0.0015068644659301162,-0.008878544899636399,-0.007385059197524746,0.009230549849226999
2013-01-25,0.002884771902461594,0.0032807582196774368,0.006174994361269892,0.0064975640374118435
2013-01-28,0.0006757652683450327,0.0007810118925260666,0.0014573049415822492,0.005378331896259049
2013-01-29,0.0012826292605352021,-0.001483667237796123,-0.00020294097227302466,0.007554713760736928
2013-01-30,-0.004788664633649874,0.0011954426400811124,-0.003598946567460848,0.008951498023091505
2013-01-31,0.000464856535012248,-0.0005219525406999447,-5.733863873724765e-05,0.005524554533940201
2013-02-01,0.0051092200766907885,0.006622914828435753,0.011765972834534288,0.008984345498627679
2013-02-04,-0.009662477737182736,-0.005466995822477647,-0.015076648834236428,0.01228643743615413
2013-02-05,0.009767957189070671,0.0031074584616996815,0.012905769171991155,0.013317690260292335
2013-02-06,0.002880342976720177,-0.003846724664670176,-0.0009774615743212145,0.005508286176855114
2013-02-07,-0.0007293140948157654,-0.0003282454264855841,-0.0010573201272852106,0.010869546791693756
2013-02-08,0.0049747513584578835,0.004085195950872128,0.009080270143436264,0.006227220261806742
2013-02-11,-0.0001660217106843421,-0.00041958121071155897,-0.0005855332618055487,0.00370086068803063
2013-02-12,-0.0013288464584371076,-0.0003978757929981203,-0.0017261935355967761,0.003784409142974624
2013-02-13,0.00048188764873897407,0.0027773812826567363,0.0032606073171317362,0.0057931959598411355
2013-02-14,0.005001954895419424,-0.004423029045960035,0.0005568020576702803,0.006237389666743544
2013-02-15,-0.003375147774196074,0.0013068522118981254,-0.00207270638163215,0.006934132496129704
2013-02-19,0.0050446689404034396,0.0017010904003998606,0.006754340778710954,0.0058521303401913105
2013-02-20,-0.014813270984548784,-0.0004979159172414212,-0.01530381113838064,0.015341113047957265
2013-02-21,-0.007413877373129487,-0.003011629201515914,-0.010403178725052031,0.011556601462663475
2013-02-22,0.004042431341580641,0.005620358906187252,0.00968551016276109,0.007111636824865983
2013-02-25,-0.02022897830675675,0.0059364603694825385,-0.014412606465307398,0.022139147227413874
2013-02-26,0.0010939444303093829,0.0032025609205776173,0.00430000877456882,0.009694331628559968
2013-02-27,0.010397108804334828,2.2388561520100636e-05,0.010419730142165129,0.016145585248699475
2013-02-28,-0.00039222448739564716,-0.0002624952162176956,-0.0006546167465617536,0.0072353718171393475
