Date,intraday_ret,overnight_ret,daily_ret,intraday_overnight_ret_diff,ret_range
2012-12-03,0.00012042786338832198,0.00036132223722422184,0.000481793613877457,-0.00024089437383589986,0.005299637859917427
2012-12-04,0.002194322904478826,-0.012460165312575086,-0.010293184034235181,0.014654488217053912,0.005778647358400867
2012-12-05,-0.0006089763900392499,-0.0012163784847916497,-0.0018246141290523266,0.0006074020947523998,0.007906599356740228
2012-12-06,0.00476422412338854,-0.0024372039263026125,0.00231540881134662,0.007201428049691152,0.008956868537885904
2012-12-07,0.0016981973010971373,0.002310060077887538,0.004012180316774305,-0.0006118627767904008,0.003768967277735562
2012-12-10,-0.001866218514566857,0.005751979457361405,0.0038750264922358113,-0.007618197971928262,0.002724612123179704
2012-12-11,0.0012088059953531015,-0.0021110138544832447,-0.0009047596653337653,0.003319819849836346,0.003256987545128696
2012-12-12,-0.0025872002627963814,0.003320272091899457,0.0007244816202742754,-0.005907472354695839,0.009538194320985243
2012-12-13,0.0030511992121708283,-0.011461718684343923,-0.008445491459192933,0.014512917896514752,0.006756319528994322
2012-12-14,-0.00024360898202396215,-0.0012167485197015415,-0.0014600610908572786,0.0009731395376775794,0.002798512312117393
2012-12-17,0.0017056455473356143,0.00018277449829050992,0.001888731794135401,0.0015228710490451044,0.0029853787838783597
2012-12-18,-0.013812012097104386,-0.0005472898112045015,-0.014351742734815875,-0.013264722285899883,0.021466788657794472
2012-12-19,0.0023557429084608856,-0.004750766681651184,-0.002406215358110364,0.00710650959011207,0.006848473579785494
2012-12-20,-0.0008757077245534129,-0.011256152493895163,-0.012122003118760882,0.010380444769341749,0.010699460086692645
2012-12-21,0.003191055459041104,0.0005635234401009164,0.003756377133691924,0.0026275320189401877,0.0061353268249671735
2012-12-24,-0.0016161720396167016,0.0034304437440060027,0.0018087275171267958,-0.005046615783622704,0.003056230821230816
2012-12-26,-0.003594458532850794,0.004607181644004897,0.0009961627877814738,-0.008201640176855691,0.0052920316856905954
2012-12-27,0.005804206199641495,-0.0034208424924346663,0.002363508432004169,0.009225048692076162,0.007836761515128104
2012-12-28,-0.0024854551336239085,-0.0013651105466861559,-0.0038471727592938043,-0.0011203445869377526,0.00508815652510154
2012-12-31,0.006960909996659947,0.002242435688345446,0.009218955078005298,0.004718474308314501,0.012333348762573365
2013-01-02,-0.00195735099068261,0.009072961251322382,0.007097851290946089,-0.011030312242004993,0.0061720773585362335
2013-01-03,-0.007877885357919943,-0.0042287335242341875,-0.012073305404241008,-0.0036491518336857556,0.012563602836075605
2013-01-04,0.0057672902727231076,-0.010421790989987792,-0.004714606211065564,0.0161890812627109,0.010794078946060654
2013-01-07,0.00043920723620492394,-0.006731499717155086,-0.006295249004336423,0.0071707069533600105,0.005048696117283061
2013-01-08,0.0006231511937106329,0.006460603935299592,0.007087781062064646,-0.0058374527415889586,0.006146967517718495
2013-01-09,-0.0017416108220184784,0.0013079641072524866,-0.0004359246792099425,-0.003049574929270965,0.0057922767109592245
2013-01-10,0.0022894320635489236,0.006978597288634309,0.00928400637657445,-0.004689165225085385,0.005919352705627839
2013-01-11,-0.004942561774009095,-0.0007408020765066548,-0.0056797023904903154,-0.004201759697502441,0.011050705848540076
2013-01-14,-0.002100392799752059,0.005091315886307714,0.002980229323326755,-0.007191708686059773,0.005215425000767392
2013-01-15,-0.001474235188360281,0.007799986492466717,0.006314252289550515,-0.009274221680826998,0.005076093224649642
2013-01-16,0.0014160554742761822,-0.0008612167307518295,0.0005536192128581252,0.002277272205028012,0.005413415945059347
2013-01-17,0.008706950974757136,-0.004365148980761635,0.00430379485582244,0.013072099955518772,0.015800751072055447
2013-01-18,-0.005245505497771119,0.00367303839796826,-0.0015917340429129068,-0.00891854389573938,0.0058157141888330885
2013-01-22,0.001162236642842309,0.002391313988630148,0.003556329904214506,-0.0012290773457878392,0.005211883761126454
2013-01-23,-0.004331329081314211,0.0015274638161964305,-0.00281048121356553,-0.005858792897510641,0.005804343855747899
2013-01-24,-0.003457201959282074,-0.007536369926658527,-0.01096751713306432,0.004079167967376453,0.006678583125057088
2013-01-25,0.0005605153167605294,-0.0053277203574954145,-0.004770191309598659,0.005888235674255944,0.004522337602649671
2013-01-28,0.0003119557617019834,-0.0025520598748636778,-0.0022409002429438774,0.002864015636565661,0.004419492574245671
2013-01-29,-0.00012414765762274672,0.004491866310193517,0.004367160997889918,-0.004616013967816264,0.0038679589690964055
2013-01-30,-0.0030119882987181042,0.01049746645725127,0.0074538599123976645,-0.013509454755969375,0.006273647259915298
2013-01-31,-0.0025986770302819278,-0.0035144418005954117,-0.006103985931695921,0.0009157647703134839,0.008261892334422526
2013-02-01,-0.007438870568211175,0.009057113781062687,0.0015508685157126223,-0.01649598434927386,0.011786657513917257
2013-02-04,0.005025110405890031,-0.001610371704864676,0.0034066464054138823,0.006635482110754707,0.007866239061423313
2013-02-05,-0.004854029407882104,0.004629629629629629,-0.00024687213662233365,-0.009483659037511733,0.00901229293258102
2013-02-06,0.0016036174613321046,0.0010496305377761946,0.0026549312049666263,0.0005539869235559099,0.00395158905358109
2013-02-07,0.0037211040950504044,-0.007081679295564315,-0.003386926866340456,0.01080278339061472,0.011269178138634447
2013-02-08,0.0006812870418524203,-0.002347933963308382,-0.0016682465384403322,0.0030292210051608023,0.005066777945958014
2013-02-11,-0.0005006999102884807,-0.01107884176380525,-0.011573994499016527,0.01057814185351677,0.004518138852802038
2013-02-12,0.0033887246027592024,-0.002191551981306502,0.0011897460553353945,0.005580276584065704,0.007326225368210257
